image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
RSDH08-5-N+-21-17.tif,0.20257667,0.089396186,0.077914104,23.981962,310.08255,4.721595,10.798895,0.43722942,0.52884734,0.44485906,0.4521835,1.4557515,2.2803156,3.3933363,1.8407458,1.903764,1.9483391,1.9156742,25.947527,4.0,0.28,1.0,1.16,4.0,2.28,5.0,2.88,5.0,3.0,3.0,3.04,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.68,3.0,2.24,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.68,2.0,1.12,2.0,4.5833335,34.0,84181.0,0.8118812,0.6666667,0.5247525,0.4059406,0.29372936,0.18811882,0.09570957,0.02310231,0.0033003301,0.0066006603,0.0330033,0.27062705,0.3729373,0.5148515,0.6765677,0.7821782,0.89438945,0.9768977,0.98349833,0.9009901,0.089108914,0.31683168,0.45214522,0.48844886,0.48844886,0.48844886,0.41914192,0.34983498,0.26732674,0.026402641,0.089108914,0.4059406,0.8580858,1.3465347,1.8349836,2.3234324,2.7425745,3.0924094,3.3597362,3.386139
RSDH08-5-N+-223-323.tif,0.20257667,0.092215605,0.062331285,24.63644,319.68158,7.9628215,9.863926,0.807267,0.45689535,0.40670115,0.5684134,2.123568,3.502949,5.235876,2.9167438,2.9096758,2.879649,3.0400681,7.4474244,6.0,0.5625,1.0,1.0,1.0,2.1875,9.0,3.625,7.0,3.5,4.0,3.6875,5.0,3.375,7.0,4.125,6.0,4.3125,5.0,4.125,5.0,4.3125,5.0,4.0625,5.0,3.25,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.375,3.0,1.9375,2.0,1.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,3.4774776,162.0,173136.0,0.45401174,0.3620352,0.25636008,0.078277886,0.18590999,0.22309197,0.26810175,0.43835616,0.43639922,0.43052837,0.44618395,0.45401174,0.45792565,0.99804306,0.962818,0.88258314,0.78277886,0.6771037,0.5264188,0.481409,0.02739726,0.16438356,0.42074364,0.704501,0.6966732,0.739726,0.7299413,0.019569471,0.017612524,0.015655577,0.02739726,0.19178082,0.61252445,1.3170254,2.0136986,2.7534246,3.483366,3.5029354,3.5205479,3.5362034
RSDH08-5-N+-276-437.tif,0.24932514,0.1026725,0.077914104,27.89325,415.31335,10.54957,11.37546,0.92739725,0.4279392,0.45103604,0.81461054,2.4490845,4.325792,6.167867,3.4506605,3.5207489,3.4866052,3.5494523,15.92562,5.0,0.29166666,1.0,1.5,6.0,3.375,7.0,4.2916665,7.0,3.7083333,6.0,3.4583333,6.0,3.375,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8333333,3.0,2.3333333,3.0,2.0,2.0,2.0,2.0,1.9583334,2.0,1.4583334,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6461039,41.0,284484.0,0.5125554,0.4194978,0.29985228,0.21270311,0.1491876,0.08714919,0.025110783,0.017725259,0.0059084194,0.022156574,0.03692762,0.04283604,1.0,0.92909896,0.8803545,0.80649924,0.74593794,0.6883309,0.6277696,0.5583456,0.04579025,0.20827179,0.38847858,0.53323483,0.6573117,0.7932053,0.9039882,0.9822748,0.03692762,0.014771049,0.04579025,0.25406203,0.6425406,1.1757754,1.8330871,2.6262925,3.5302806,4.512555,4.549483,4.564254
RSDH08-5-N+-278-311.tif,0.2181595,0.103242934,0.062331285,31.492882,456.32733,5.7656436,14.52319,0.3969957,0.41080678,0.4281147,0.45765606,1.6098211,2.4855552,3.7583323,2.1216364,2.143389,2.1359787,2.1351933,7.783486,6.0,1.1764706,7.0,2.6764705,8.0,2.8823528,5.0,2.9411764,4.0,2.8823528,6.0,3.4117646,6.0,4.0882354,5.0,3.6176472,5.0,3.1764705,5.0,2.8529413,3.0,2.4117646,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0882354,4.0,2.2941177,5.0,2.4117646,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0294118,3.0,2.0,2.0,1.5588236,3.0,1.0882353,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9705882,1.0,6.1962028,44.0,182318.0,0.4945946,0.47297296,0.34594595,0.23513514,0.12162162,0.008108108,0.05945946,0.12702702,0.21891892,0.2972973,0.3243243,0.24864864,0.17567568,0.5405405,0.6918919,0.7432432,0.71081084,0.81621623,0.7,0.64054054,0.14594595,0.22702703,0.47027028,0.47567567,0.6216216,0.68378377,0.48108107,0.048648648,0.02972973,0.027027028,0.14594595,0.37297297,0.84324324,1.318919,1.9405406,2.6243243,3.1054053,3.154054,3.1837838,3.210811
RSDH08-5-N+-279-470.tif,0.31165642,0.10311752,0.062331285,19.182453,303.75592,8.492638,7.542085,1.1260331,0.53257626,0.3506958,0.5397322,1.7651465,3.0008721,4.4482636,2.3774176,2.4512901,2.5087981,2.5993433,35.266853,7.0,0.1764706,1.0,2.0588236,14.0,3.235294,14.0,2.8235295,5.0,3.0,5.0,3.235294,5.0,3.9411764,6.0,3.8823528,6.0,3.235294,4.0,3.0588236,4.0,3.0,3.0,3.4117646,6.0,4.0,6.0,4.2941175,5.0,3.9411764,5.0,3.4117646,4.0,3.0588236,4.0,3.0,3.0,3.0,3.0,2.8823528,4.0,2.4117646,4.0,2.0,2.0,1.7647059,2.0,1.2941177,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9411765,1.0,2.310345,19.0,120390.0,0.0018348624,0.62201834,0.49541286,0.3908257,0.28440368,0.18532111,0.28440368,0.5908257,0.55412847,0.5229358,0.5376147,0.5816514,0.62018347,0.6678899,0.7174312,0.99816513,0.9559633,0.85504586,0.76330274,0.7174312,0.7155963,0.1412844,0.35963303,0.5651376,0.71376145,0.5321101,0.38348624,0.029357798,0.027522936,0.014678899,0.7155963,0.8568807,1.2165138,1.7816514,2.4954128,3.027523,3.4110093,3.4403672,3.4678903,3.4825692
RSDH08-5-N+-361-302.tif,0.24932514,0.0880364,0.077914104,16.720367,215.58833,4.6436806,6.248711,0.7431421,0.5450034,0.46315733,0.23469462,1.0171305,1.9168051,2.746368,1.5520058,1.4837008,1.519841,1.5702205,22.092575,5.0,0.0,0.0,0.3,1.0,0.65,1.0,1.1,2.0,1.85,4.0,2.45,4.0,3.2,5.0,3.6,5.0,3.9,5.0,4.15,5.0,4.05,5.0,4.15,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.95,4.0,3.6,4.0,3.3,4.0,2.85,3.0,2.55,3.0,2.2,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.75,2.0,1.45,2.0,3.6695652,9.0,77034.0,0.4261745,0.4362416,0.3657718,0.26510066,0.1375839,0.020134227,0.23154363,0.16107382,0.09731544,0.96644294,1.0,0.9697987,0.90268457,0.96308726,0.8993289,0.82214767,0.74496645,0.6107383,0.54362416,0.53355706,0.10738255,0.10738255,0.24496645,0.47986576,0.68456376,0.8791946,0.7315436,0.74161077,0.8724832,0.033557046,0.10738255,0.2147651,0.45973155,0.9395973,1.624161,2.5033555,3.234899,3.9765098,4.848993,4.88255
RSDH08-5-N+-374-333.tif,0.2960736,0.101144396,0.062331285,32.895336,415.7029,5.7188954,8.819877,0.6484099,0.59594804,0.36297804,0.13262361,0.855381,1.7162725,2.4611838,1.2093939,1.294261,1.4021066,1.4264348,15.783537,11.0,0.31578946,1.0,0.7894737,1.0,3.7368422,15.0,5.5789475,15.0,7.1578946,20.0,9.315789,24.0,9.052631,24.0,7.894737,21.0,6.6842103,21.0,4.5263157,10.0,4.0,4.0,3.8947368,4.0,3.4210527,4.0,3.0,3.0,3.1052632,4.0,3.5789473,4.0,4.0,4.0,4.0,4.0,3.8421052,5.0,3.368421,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5789473,3.0,2.1052632,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.834437,69.0,146254.0,0.5885559,0.51226157,0.46049047,0.40599456,0.33787465,0.253406,0.17711172,0.10626703,0.03814714,0.34877384,0.3678474,0.4277929,0.506812,1.0,0.9945504,0.99727523,0.99727523,0.97002727,0.83378744,0.6702997,0.081743866,0.32152587,0.5095368,0.59128064,0.6594005,0.7411444,0.82288826,0.40054497,0.38964579,0.01907357,0.081743866,0.40326974,0.9128065,1.5040872,2.1634877,2.904632,3.7275205,4.1280656,4.517711,4.5367846
RSDH08-5-N+-426-428.tif,0.2181595,0.111860186,0.10907975,19.649937,314.27432,4.893006,9.754846,0.50159746,0.6125861,0.44867474,0.4491769,1.3012693,1.9879016,3.0866225,1.7559996,1.7229275,1.6800872,1.8424237,23.518644,6.0,0.5,1.0,1.0,1.0,1.0,1.0,2.625,7.0,3.0625,4.0,3.4375,7.0,3.1875,7.0,2.1875,3.0,2.1875,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.125,3.0,2.75,3.0,3.25,5.0,3.0,3.0,2.875,4.0,2.25,4.0,2.0,2.0,2.0,2.0,2.0625,3.0,2.0625,3.0,2.0,2.0,1.8125,2.0,1.1875,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.12,13.0,99781.0,0.89490443,0.843949,0.62738854,0.3821656,0.25159237,0.15286624,0.05732484,0.0,0.48407644,0.42038217,0.4490446,0.5477707,0.66560507,0.77070063,0.8630573,0.93949044,0.9681529,0.9808917,0.99044585,0.93949044,0.044585988,0.14649682,0.3535032,0.58598727,0.6878981,0.7101911,0.7133758,0.66560507,0.06369427,0.02866242,0.044585988,0.1910828,0.544586,1.1305733,1.8184714,2.5286624,3.2420382,3.9076433,3.9713376,4.0
RSDH08-5-N+-446-478.tif,0.23374231,0.0905935,0.077914104,22.330183,289.68463,8.851043,8.851043,1.0,0.4494399,0.43460745,0.6030124,2.3146853,4.1011834,5.7931685,3.1585798,3.2826788,3.3392146,3.3218935,18.816593,9.0,0.3181818,1.0,1.1818181,7.0,2.8181818,12.0,5.318182,21.0,6.090909,21.0,5.2727275,8.0,4.7727275,8.0,4.3636365,8.0,3.5,6.0,3.1363637,4.0,3.0,3.0,3.0,3.0,2.8181818,3.0,2.409091,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8181819,2.0,1.4545455,2.0,1.0454545,2.0,2.7037036,19.0,182935.0,0.43485916,0.39084506,0.31161973,0.2746479,0.23239437,0.19190142,0.15140845,0.10915493,0.03697183,0.0017605633,0.024647888,0.09154929,0.9577465,0.90316904,0.8309859,0.7693662,0.72711265,0.6866197,0.61619717,0.5422535,0.10739437,0.22535211,0.375,0.4524648,0.5369718,0.6390845,0.75176054,0.84859157,0.054577466,0.022887323,0.10739437,0.33274648,0.7077465,1.1602113,1.6971831,2.3362677,3.0880282,3.9366198,3.991197,4.0140843
RSDH08-5-N+-471-346.tif,0.2181595,0.08844441,0.077914104,23.981962,307.43347,8.367975,10.471656,0.79910713,0.49035513,0.42511895,0.71113586,2.4750874,4.27751,5.939125,3.425972,3.4339297,3.4218156,3.527751,13.150171,5.0,0.28125,3.0,1.3125,4.0,2.53125,7.0,3.46875,9.0,4.03125,9.0,3.84375,9.0,3.5,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.78125,3.0,2.4375,3.0,2.09375,3.0,2.0,2.0,1.875,2.0,1.53125,2.0,1.1875,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96875,1.0,2.920354,89.0,198081.0,0.49162012,0.44878957,0.3500931,0.24208567,0.15828678,0.074487895,0.005586592,0.48230913,0.47858474,0.49162012,0.53072625,0.5102421,0.49906892,0.49348232,0.99813783,0.94785845,0.8566108,0.7504656,0.6480447,0.59590316,0.10428306,0.19925512,0.40037245,0.61452514,0.7895717,0.9236499,0.48789573,0.016759777,0.031657357,0.039106146,0.10428306,0.30353817,0.7039106,1.3184357,2.1080074,3.0316572,3.519553,3.5363128,3.5679703,3.6070764
RSDH08-5-N+-50-375.tif,0.20257667,0.09923126,0.077914104,26.67779,379.31702,7.993987,11.266379,0.7095436,0.5336115,0.4368367,0.5982253,2.0988414,3.5997043,4.8515325,2.7743406,2.839701,2.8797553,2.9015694,22.920794,6.0,0.32,1.0,2.6,10.0,4.72,10.0,4.72,6.0,3.96,6.0,3.28,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.76,3.0,2.28,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.08,4.0,2.08,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.68,2.0,1.2,2.0,1.0,1.0,0.96,1.0,3.1535087,40.0,243690.0,0.5808967,0.47173488,0.34502923,0.2319688,0.14230019,0.07212476,0.027290449,0.02534113,0.01754386,0.05263158,0.07212476,0.0662768,0.86939573,0.9122807,0.9668616,0.98440546,0.9610137,0.87134504,0.7738792,0.6354776,0.054580897,0.30214426,0.5263158,0.72904485,0.84210527,0.8947368,0.8849903,0.8440546,0.048732944,0.019493178,0.054580897,0.35672516,0.88304096,1.6120858,2.4541912,3.348928,4.233918,5.077973,5.1267056,5.1461987
RSDH08-5-N+-510-90.tif,0.2960736,0.106540196,0.077914104,28.111408,424.7877,6.7473617,9.708097,0.6950241,0.4608904,0.4401224,0.34053558,1.1998899,2.183529,3.1712766,1.6804476,1.8102348,1.8165444,1.7983125,15.228577,9.0,1.5555556,14.0,2.7777777,14.0,2.9444444,5.0,3.6666667,6.0,4.2222223,6.0,6.0,13.0,4.6666665,13.0,3.0555556,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.6666667,3.0,2.1111112,3.0,2.1111112,4.0,2.7222223,4.0,3.0,3.0,2.6666667,3.0,2.1666667,3.0,2.1111112,3.0,2.0555556,3.0,1.8333334,2.0,4.6413045,65.0,152209.0,0.20092379,0.42494226,0.47806004,0.41339493,0.36258662,0.3187067,0.25404158,0.1847575,0.025404157,0.4064665,0.42263278,0.4364896,0.5196305,0.55196303,0.91685915,0.8198614,0.7482679,0.68591225,0.6143187,0.58429563,0.38337183,0.18937644,0.2078522,0.334873,0.45727482,0.5981524,0.29792148,0.334873,0.41108546,0.016166281,0.38337183,0.5727483,0.7806005,1.1154735,1.5727483,2.1709008,2.4688222,2.8036952,3.2147806,3.2309468
RSDH08-5-N+-575-44.tif,0.26490796,0.0848984,0.077914104,45.12785,529.22375,5.7812266,17.032022,0.33943275,0.5077608,0.450438,0.4771215,1.6083858,2.5877156,3.9079266,2.137006,2.192421,2.2018137,2.163477,19.603806,4.0,0.90625,7.0,3.34375,7.0,4.1875,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.78125,4.0,3.21875,4.0,3.0,3.0,2.90625,4.0,2.34375,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.65625,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.03125,5.0,2.46875,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0625,4.0,1.875,4.0,1.25,2.0,1.0,1.0,8.335526,56.0,148901.0,0.70619947,0.45013478,0.4555256,0.47978437,0.42857143,0.37196764,0.26684636,0.1509434,0.056603774,0.0,0.02425876,0.15902965,0.3342318,0.49056605,0.60107815,0.73315364,0.85175204,0.95956874,0.9730458,0.79514825,0.088948786,0.5229111,0.5040431,0.37196764,0.3045822,0.22911051,0.22371967,0.18328841,0.10242587,0.02425876,0.088948786,0.61185986,1.1159029,1.4878706,1.7924528,2.0215633,2.245283,2.4285712,2.530997,2.555256
RSDH08-5-N+-628-62.tif,0.2804908,0.088309534,0.062331285,35.29509,419.58304,4.332024,12.294846,0.35234475,0.46620673,0.37795138,0.1821288,1.0620961,1.7546238,2.5567853,1.2578177,1.456919,1.4384239,1.466798,2.6129649,6.0,2.1666667,36.0,3.125,36.0,2.625,7.0,4.125,7.0,4.7083335,7.0,5.25,7.0,4.4583335,6.0,3.25,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,2.2083333,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9583334,2.0,1.4166666,2.0,9.537037,114.0,174348.0,0.13309352,0.35971224,0.32374102,0.22302158,0.15467626,0.021582734,0.01438849,0.043165468,0.07553957,0.097122304,0.12589929,0.8057554,0.81654674,0.8021583,0.8057554,0.79136693,0.84532374,0.8489209,0.6978417,0.528777,0.39568347,0.3381295,0.52517986,0.6223022,0.6366907,0.78417265,0.7877698,0.7733813,0.73021585,0.02877698,0.39568347,0.7338129,1.2589928,1.881295,2.5179856,3.3021584,4.089928,4.8633094,5.5935254,5.6223025
RSDH08-5-N+-700-79.tif,0.23374231,0.08464747,0.077914104,67.47362,775.1986,12.9025755,22.112022,0.5835095,0.33990777,0.45106718,0.96108305,3.2544274,5.5527368,7.0611897,4.043661,4.09484,4.1145597,4.119625,2.321598,8.0,0.5882353,2.0,3.6764705,14.0,4.0,4.0,4.2647057,8.0,4.2647057,7.0,4.029412,5.0,3.4705882,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3235295,3.0,1.7058823,2.0,5.4177547,92.0,711456.0,0.26932368,0.15096618,0.060386475,0.014492754,0.0036231885,0.0012077295,0.013285024,0.036231883,0.0736715,0.10628019,0.11835749,0.9190821,0.8309179,0.74033815,0.65096617,0.56763285,0.5036232,0.45410627,0.40458938,0.30072463,0.031400967,0.2536232,0.3937198,0.48913044,0.56400967,0.64975846,0.72705317,0.794686,0.84541065,0.012077294,0.031400967,0.28502417,0.67874396,1.1678743,1.731884,2.3816423,3.1086955,3.9033816,4.748792,4.7608695
RSDH08-5-N+-75-12.tif,0.24932514,0.09145276,0.077914104,30.88515,379.08328,4.939754,13.136318,0.37603796,0.46242535,0.3876678,0.32708514,1.4168619,2.439635,3.5836313,1.8439593,2.022321,2.0527399,2.0374892,9.159815,4.0,0.41666666,1.0,2.5416667,18.0,4.6666665,18.0,5.0833335,6.0,5.2083335,8.0,4.5833335,8.0,3.5416667,5.0,3.0,3.0,2.5833333,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2916667,4.0,2.875,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9583333,3.0,2.5,3.0,1.5416666,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.508772,70.0,185871.0,0.40063092,0.24921136,0.3564669,0.38801262,0.33438486,0.25867507,0.23028392,0.2082019,0.14195584,0.03154574,0.06309148,0.17665616,0.25867507,0.340694,0.9968454,0.98107255,0.8927445,0.7287066,0.7413249,0.4984227,0.0977918,0.49211356,0.37223974,0.50473183,0.6466877,0.7381703,0.110410094,0.050473187,0.034700315,0.03154574,0.0977918,0.5899054,0.9621451,1.466877,2.1135647,2.851735,2.9621453,3.0126185,3.047319,3.0788646
RSDH08-5-N+-78-408.tif,0.20257667,0.088414885,0.077914104,31.009813,363.07974,4.503435,16.580122,0.27161655,0.6215571,0.45322263,0.5460086,1.7357081,2.974206,4.2096996,2.4260087,2.446867,2.38103,2.4586694,2.3334038,4.0,0.5925926,1.0,2.2962964,19.0,2.0370371,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.6666667,4.0,3.0,3.0,2.925926,3.0,2.2592592,3.0,2.0,2.0,1.4444444,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.7699113,62.0,186968.0,0.6366782,0.3979239,0.25951558,0.16608997,0.14878893,0.16262975,0.034602076,0.8062284,0.8615917,0.9584775,0.9896194,0.89619374,0.9896194,0.88927335,0.7820069,0.8304498,0.80968857,0.7820069,0.7647059,0.71972317,0.08304498,0.366782,0.52249134,0.6435986,0.6816609,0.61937714,0.8546713,0.183391,0.034602076,0.031141868,0.08304498,0.449827,0.9723183,1.615917,2.2975779,2.916955,3.7716262,3.9550173,3.9896195,4.0207615
RSDH08-5-N--152-497.tif,0.24932514,0.08223712,0.077914104,51.00257,612.1555,14.975091,14.445275,1.0366775,0.6259252,0.40549782,0.9171673,3.0618064,5.3541136,7.0342126,3.9688933,3.9716678,4.021001,4.08548,29.286013,6.0,0.54545456,1.0,2.090909,13.0,8.045455,20.0,5.409091,9.0,4.4545455,6.0,4.9545455,6.0,5.0454545,6.0,5.090909,6.0,5.0454545,6.0,5.0454545,6.0,5.0,5.0,4.818182,5.0,4.1363635,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.590909,6.0,2.1818182,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8181819,2.0,1.1363636,2.0,3.251121,45.0,541160.0,0.66181064,0.5379813,0.43288243,0.36316338,0.30489075,0.23621228,0.16024974,0.09677419,0.043704476,0.0,0.01144641,0.9063476,0.9344433,0.9802289,0.9958377,0.9698231,0.9271592,0.8688866,0.7950052,0.67741936,0.015608741,0.25702393,0.43600416,0.56399584,0.66493237,0.7596254,0.8199792,0.8376691,0.86264306,0.01144641,0.015608741,0.27263266,0.7086368,1.2726326,1.937565,2.6971903,3.5171695,4.3548384,5.2174816,5.228928
RSDH08-5-N--157-203.tif,0.20257667,0.08098693,0.062331285,22.20552,240.94157,3.4282205,8.523803,0.40219378,0.5364515,0.4538803,0.21801837,1.0383521,1.8161945,2.363601,1.2998319,1.3695512,1.4155996,1.4219377,2.1074405,6.0,0.18518518,1.0,1.4814814,7.0,3.0,7.0,4.296296,9.0,4.0,9.0,3.4814816,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8888888,3.0,2.5555556,3.0,2.2222223,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7037038,2.0,5.24359,45.0,59295.0,0.41363636,0.3272727,0.15,0.045454547,0.0045454544,0.0,0.0045454544,0.05909091,0.1590909,0.8363636,0.8772727,0.8954545,0.8909091,0.9227273,0.9681818,0.99545455,0.9727273,0.9409091,0.8909091,0.82272726,0.4090909,0.56363636,0.7909091,0.92727274,0.9909091,0.9681818,0.91818184,0.83181816,0.73636365,0.04090909,0.4090909,0.9727273,1.7636364,2.6909091,3.6818182,4.65,5.568182,6.4,7.136364,7.1772733
RSDH08-5-N--217-220.tif,0.23374231,0.09222846,0.077914104,27.56601,364.79382,8.788711,10.378159,0.8468468,0.4714459,0.4458369,0.724733,2.1439128,3.731525,5.196625,2.9498506,3.0460913,3.042546,3.0225544,19.15545,6.0,0.18518518,1.0,2.7407408,19.0,4.851852,19.0,5.296296,19.0,4.5925927,8.0,3.7777777,7.0,3.2962964,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.851852,3.0,2.4444444,3.0,2.0370371,3.0,2.0,2.0,2.0,2.0,1.7777778,2.0,1.3703704,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.174089,40.0,194724.0,0.572695,0.5053192,0.43085107,0.37056738,0.29432625,0.21808511,0.12943262,0.05496454,0.0070921984,0.0,0.015957447,0.056737587,0.5921986,0.535461,0.97695035,0.9255319,0.8687943,0.8138298,0.77304965,0.7180851,0.14539006,0.2677305,0.38297874,0.49822694,0.6312057,0.75886524,0.40602836,0.53723407,0.04964539,0.015957447,0.14539006,0.41312057,0.7960993,1.2943263,1.925532,2.6843972,3.0904255,3.6276596,3.677305,3.6932623
