image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
RSDH08-47-N+-86-420.tif,0.31165642,0.12486364,0.093496926,24.153372,418.02475,6.248711,9.380858,0.66611296,0.54128975,0.41214466,0.30779842,1.0024976,1.979162,2.8797436,1.5300082,1.5353389,1.6448222,1.6219339,25.187784,6.0,0.20833333,1.0,0.625,1.0,1.75,5.0,3.6666667,7.0,5.7083335,13.0,6.5833335,13.0,6.6666665,10.0,6.75,10.0,6.0416665,9.0,4.4166665,6.0,3.0,5.0,2.2083333,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7083334,2.0,1.2916666,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166667,1.0,4.234177,28.0,131392.0,0.6458853,0.56109726,0.40897757,0.52369076,0.4563591,0.36159602,0.27431422,0.19451371,0.07730673,0.0,0.03241895,0.1521197,0.26433915,0.8478803,0.87531173,0.8603491,0.798005,0.98004985,0.7830424,0.72319204,0.07730673,0.22194514,0.57107234,0.27431422,0.40399003,0.5137157,0.5735661,0.06982543,0.07481297,0.03241895,0.07730673,0.29925185,0.8703242,1.1446384,1.5486284,2.062344,2.63591,2.7057354,2.7805483,2.8129673
RSDH08-47-N--116-132.tif,0.23374231,0.086972795,0.062331285,25.867483,317.3909,4.768343,11.624784,0.41018766,0.56031203,0.45987666,0.53240377,1.3874705,2.4352906,3.6404655,2.007708,2.0176747,2.0923998,2.078702,6.0549507,5.0,0.3181818,1.0,0.8636364,1.0,2.0,4.0,3.0,4.0,3.2727273,4.0,3.8636363,5.0,3.5,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7272727,3.0,2.1818182,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9090909,2.0,1.3636364,2.0,5.75,37.0,102506.0,0.25490198,0.18300654,0.2875817,0.31045753,0.3398693,0.39542484,0.48366013,0.60457516,0.748366,0.875817,0.9117647,0.9738562,0.8594771,0.8006536,0.751634,0.6764706,0.75816995,0.51960784,0.38562092,0.3529412,0.09803922,0.20261438,0.23202614,0.44771242,0.33660132,0.35620916,0.31699347,0.25490198,0.2254902,0.035947714,0.09803922,0.3006536,0.53267974,0.98039216,1.3169935,1.6732026,1.9901961,2.245098,2.4705882,2.506536
RSDH08-47-N--120-111.tif,0.23374231,0.09711995,0.077914104,31.835703,445.31027,9.069201,11.827361,0.76679844,0.39238593,0.4122974,0.5717535,1.9553837,3.5531023,5.123806,2.8604472,2.8007488,2.9041886,2.938762,29.017387,5.0,0.2962963,1.0,1.4074074,9.0,2.6296296,6.0,3.851852,6.0,4.4814816,6.0,4.0740743,5.0,4.0,4.0,4.0740743,6.0,4.5555553,6.0,5.0,6.0,5.037037,6.0,5.0,5.0,5.037037,6.0,4.6296296,5.0,3.2962964,5.0,2.074074,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0370371,3.0,1.6666666,3.0,1.2592592,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8828125,58.0,226714.0,0.44158074,0.37628865,0.27319586,0.14948453,0.0154639175,0.29553264,0.24914089,0.19415808,0.14261168,0.085910656,0.10824742,0.17525773,0.24742268,0.32474226,0.40034366,0.9948454,0.87113404,0.73367697,0.5790378,0.4862543,0.04467354,0.20274915,0.4604811,0.72164947,0.97938144,0.104811,0.07560138,0.053264603,0.03264605,0.02233677,0.04467354,0.2474227,0.7079038,1.4295533,2.4089346,2.5137455,2.589347,2.6426115,2.6752574,2.6975942
RSDH08-47-N--198-265.tif,0.26490796,0.09770218,0.062331285,20.787483,293.33102,6.544785,6.856441,0.95454544,0.45837396,0.5210889,0.3211857,1.2191352,2.2044199,3.1128879,1.8181045,1.7510625,1.7516999,1.7071823,21.326561,4.0,0.0952381,1.0,0.42857143,1.0,0.7619048,1.0,1.4761904,4.0,1.8095238,4.0,2.142857,4.0,2.0,2.0,2.3809524,4.0,3.0952382,6.0,3.7619047,6.0,4.047619,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1904764,6.0,3.952381,6.0,3.6190476,6.0,3.0952382,5.0,3.0,3.0,3.0,3.0,2.952381,3.0,2.4285715,3.0,3.4325843,16.0,98855.0,0.37380952,0.3547619,0.31666666,0.25,0.1952381,0.1404762,0.104761906,0.052380953,0.023809524,0.8357143,0.85714287,0.9880952,0.9047619,0.8309524,0.74761903,0.6571429,0.57857144,0.50714284,0.45714286,0.43095237,0.057142857,0.102380954,0.1904762,0.32857144,0.46190476,0.60714287,0.72619045,0.85238093,0.96428573,0.021428572,0.057142857,0.15952381,0.35000002,0.67857146,1.1404762,1.7476192,2.4738097,3.3261907,4.2904763,4.311905
RSDH08-47-N--219-210.tif,0.32723925,0.09827529,0.062331285,26.272636,363.65628,6.3266253,8.6173,0.73417723,0.39379698,0.3905455,0.4502721,1.2085958,2.0563912,3.0732315,1.6763508,1.7167588,1.7100313,1.7555385,20.812325,9.0,0.375,2.0,1.8333334,8.0,3.25,8.0,4.25,8.0,3.8333333,8.0,3.4166667,5.0,3.6666667,5.0,4.0416665,5.0,4.0,4.0,4.0,4.0,4.125,5.0,4.125,5.0,4.125,5.0,4.0416665,5.0,4.1666665,7.0,3.75,7.0,3.375,7.0,3.0416667,5.0,3.0416667,5.0,3.1666667,5.0,3.0,3.0,3.0,3.0,3.0416667,4.0,2.875,4.0,2.4583333,3.0,2.0833333,3.0,1.7916666,2.0,1.4166666,2.0,1.0416666,2.0,1.0,1.0,4.1952662,68.0,124163.0,0.12315271,0.115763545,0.061576355,0.009852217,0.02955665,0.044334974,0.044334974,0.036945812,0.019704433,0.0,0.01724138,0.054187194,0.76600987,0.7955665,0.65763545,0.62068963,0.5,0.38423645,0.94827586,0.99014777,0.8669951,0.8325123,0.3226601,0.49014777,0.591133,0.6133005,0.75123155,0.72906405,0.03448276,0.01724138,0.8669951,1.6995075,2.0221677,2.5123155,3.1034484,3.716749,4.4679804,5.1970444,5.2315273,5.248769
RSDH08-47-N--238-559.tif,0.20257667,0.09466766,0.062331285,24.059875,341.35727,9.879508,10.097668,0.97839504,0.40817145,0.43472722,0.73568887,2.4371405,4.4435315,6.2546334,3.53935,3.4968045,3.550032,3.6160412,35.1572,4.0,0.3846154,2.0,0.9230769,3.0,2.1923077,8.0,2.7692308,5.0,3.1153846,5.0,2.8846154,3.0,3.4615386,5.0,3.8461537,6.0,4.076923,5.0,4.0,4.0,4.269231,5.0,4.1923075,5.0,3.8461537,6.0,3.3076923,5.0,3.0,3.0,2.6923077,3.0,2.3076923,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9615384,2.0,1.5769231,2.0,1.1538461,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5422535,15.0,207962.0,0.46056783,0.43059936,0.3422713,0.26971608,0.22555205,0.170347,0.110410094,0.058359623,0.01104101,0.0,0.014195584,0.03785489,1.0,0.93375397,0.840694,0.7444795,0.659306,0.5694006,0.5709779,0.5094637,0.0488959,0.14037855,0.22712934,0.3895899,0.51892745,0.670347,0.8233439,0.9416404,0.02681388,0.014195584,0.0488959,0.18927445,0.41640377,0.8059937,1.3249211,1.9952681,2.818612,3.7602525,3.7870665,3.8012621
RSDH08-47-N--274-248.tif,0.2181595,0.10005353,0.077914104,25.07276,380.8753,8.165399,8.726379,0.9357143,0.56776845,0.46143362,0.58546764,1.416619,2.6563702,3.9071271,2.2159398,2.1492922,2.168194,2.175845,38.01389,7.0,0.17391305,1.0,0.5652174,1.0,2.173913,11.0,2.6086957,11.0,2.3913043,5.0,3.173913,7.0,3.9565217,7.0,4.0,4.0,4.0,4.0,4.478261,7.0,4.478261,7.0,4.173913,5.0,4.0434785,5.0,4.0434785,5.0,3.7826087,5.0,3.4347825,5.0,3.0869565,4.0,3.0869565,4.0,3.1304348,4.0,3.0869565,4.0,3.173913,4.0,3.0869565,4.0,3.0434783,4.0,3.0,3.0,2.9565217,3.0,2.5652175,3.0,2.0434783,3.0,1.4782609,2.0,1.0869565,2.0,1.0,1.0,3.119266,25.0,138415.0,0.77671754,0.73282444,0.6354962,0.52671754,0.42366412,0.3244275,0.23282443,0.16412213,0.07251909,0.0,0.022900764,0.11259542,0.9942748,0.95610684,0.92748094,0.91221374,0.89312977,0.8721374,0.84351146,0.8244275,0.047709923,0.110687025,0.23664123,0.36641222,0.48854962,0.60305345,0.72328246,0.8301527,0.040076334,0.022900764,0.047709923,0.15839694,0.3950382,0.7614504,1.25,1.8530535,2.576336,3.4064887,3.446565,3.4694657
RSDH08-47-N--334-548.tif,0.20257667,0.087453365,0.062331285,23.826134,297.11765,6.4512877,9.567852,0.6742671,0.58300877,0.47490895,0.4608486,1.678135,3.021975,4.3806577,2.4838727,2.4384015,2.41522,2.4995017,22.394217,5.0,0.4375,1.0,1.0,1.0,1.4375,4.0,2.1875,4.0,2.8125,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.125,4.0,2.5,4.0,3.0,6.0,4.0625,6.0,4.0625,5.0,4.0625,5.0,4.1875,5.0,3.5,5.0,3.0,3.0,3.0,3.0,2.875,3.0,2.25,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0625,3.0,1.5,3.0,4.150289,50.0,124437.0,0.5845411,0.5869565,0.57004833,0.531401,0.49033818,0.42753622,0.33816424,0.22463769,0.082125604,0.34057972,0.36714977,0.48550725,0.5772947,0.6304348,0.942029,0.89855075,0.73188406,0.70289856,0.69082123,0.6400966,0.055555556,0.10386474,0.13285024,0.2004831,0.40821257,0.51449275,0.29227054,0.352657,0.40338165,0.026570048,0.055555556,0.1594203,0.29227054,0.49275362,0.90096617,1.4154589,1.7077295,2.0603864,2.463768,2.490338
RSDH08-47-N--346-564.tif,0.20257667,0.082819045,0.077914104,29.654108,356.27005,6.264294,11.313128,0.553719,0.4643292,0.43197578,0.5943227,1.5803263,2.9229321,4.1156015,2.344093,2.3096707,2.2914753,2.432008,15.937934,5.0,0.30769232,1.0,1.4615384,4.0,2.6153846,4.0,3.0769231,4.0,3.2692308,5.0,3.7307692,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.8461537,4.0,3.2692308,4.0,2.4230769,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5769231,2.0,1.1153846,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.25,30.0,136216.0,0.1641791,0.1119403,0.087064676,0.07462686,0.05472637,0.0,0.6094527,0.80597013,0.9004975,0.97512436,1.0,0.960199,0.8557214,0.73880595,0.8731343,0.71393037,0.58457714,0.460199,0.31094527,0.23134328,0.06716418,0.19900498,0.37313432,0.5099502,0.659204,0.8731343,0.12935324,0.049751244,0.05970149,0.024875622,0.06716418,0.26616916,0.63930345,1.1492536,1.8084576,2.681592,2.8109453,2.8606966,2.920398,2.9452736
RSDH08-47-N--350-149.tif,0.2181595,0.0852407,0.062331285,26.381716,317.12598,6.5603676,8.695214,0.7544803,0.46251932,0.4786978,0.37914598,1.4740307,2.5971696,3.7230113,2.1404355,2.067417,2.0941477,2.111051,16.813852,5.0,0.8888889,1.0,1.0,1.0,1.0,1.0,1.6666666,3.0,3.3333333,10.0,4.2222223,6.0,4.111111,5.0,4.111111,5.0,4.0,4.0,4.6666665,6.0,5.0,5.0,5.0,5.0,4.2222223,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.111111,5.0,4.2222223,6.0,3.2222223,5.0,3.0,3.0,2.7777777,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.8300653,46.0,147830.0,0.47980997,0.4513064,0.29216152,0.16152018,0.2327791,0.18527316,0.14014252,0.085510686,0.021377672,0.74821854,0.7790974,0.7387173,0.6674584,0.95724463,0.8788599,0.8052257,0.7363421,0.63182896,0.51306415,0.49881235,0.019002376,0.06175772,0.33966747,0.5748218,0.5724466,0.6935867,0.81710213,0.58194774,0.7173397,0.03087886,0.019002376,0.0807601,0.42042756,0.9952494,1.567696,2.2612827,3.0783849,3.6603327,4.377672,4.408551
RSDH08-47-N--39-118.tif,0.2181595,0.09992522,0.062331285,24.137789,329.06244,8.710797,13.354478,0.6522754,0.43325984,0.44854906,0.8723777,3.1006773,5.321873,7.6133447,4.3279347,4.3181324,4.3213997,4.3925276,19.364914,5.0,0.44444445,1.0,1.037037,3.0,1.962963,4.0,2.851852,4.0,2.7777777,3.0,2.2592592,3.0,2.0,2.0,2.4074075,4.0,3.5185184,6.0,3.4074075,6.0,2.2592592,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.3333333,4.0,3.1851852,12.0,2.5925925,4.0,1.5555556,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3459916,49.0,206070.0,0.4257603,0.41681573,0.450805,0.44007155,0.41323793,0.3703041,0.30769232,0.20751342,0.10912343,0.0017889087,0.03220036,0.1431127,0.23971377,0.35241503,0.9230769,0.78711987,0.6887299,0.5921288,0.5080501,0.47227192,0.046511628,0.09123435,0.14132379,0.24865831,0.37388194,0.5527728,0.04472272,0.03220036,0.033989266,0.030411448,0.046511628,0.13774598,0.27906978,0.5277281,0.90161,1.4543829,1.4991056,1.5313059,1.5652952,1.5957067
RSDH08-47-N--465-170.tif,0.2181595,0.102780744,0.093496926,11.796195,175.35349,3.2568095,8.321226,0.39138576,0.3449094,0.4212123,0.3599929,1.2963654,2.0017774,3.2278504,1.7150981,1.7441571,1.8320448,1.8032525,17.485281,3.0,0.23809524,1.0,0.61904764,1.0,1.2380953,2.0,1.9047619,4.0,2.5714285,5.0,2.952381,4.0,2.857143,5.0,2.3809524,5.0,2.047619,3.0,2.0952382,3.0,2.047619,3.0,2.047619,3.0,1.9523809,3.0,1.4761904,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,34.0,61547.0,0.16267942,0.14832535,0.05263158,0.004784689,0.08133971,0.19138756,0.31578946,0.4401914,0.6028708,0.7368421,0.7751196,0.6555024,0.53588516,0.41148326,0.27751195,0.15789473,0.84210527,0.53588516,0.33014354,0.29186603,0.1291866,0.18181819,0.4832536,0.83732057,0.07655502,0.086124405,0.09569378,0.09569378,0.05263158,0.03827751,0.1291866,0.3110048,0.79425836,1.6315789,1.7081339,1.7942584,1.8899522,1.985646,2.0382776,2.0765553
RSDH08-47-N--546-222.tif,0.24932514,0.114534765,0.062331285,23.59239,386.1579,8.913374,8.726379,1.0214286,0.50816244,0.47643328,0.4594649,1.6406521,2.9443526,4.2142773,2.4043825,2.3624954,2.3505104,2.3268633,22.643902,5.0,0.3181818,1.0,0.72727275,1.0,1.1818181,4.0,1.6818181,4.0,2.090909,4.0,2.1363637,4.0,2.5454545,4.0,3.4545455,5.0,3.909091,5.0,4.0,4.0,4.2272725,7.0,3.8181818,7.0,3.2272727,7.0,2.8636363,8.0,2.8636363,8.0,3.2727273,8.0,3.3181818,6.0,3.7272727,6.0,4.1363635,6.0,4.0454545,5.0,3.7727273,6.0,3.3636363,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7727273,3.0,2.0454545,3.0,1.7727273,3.0,1.5454545,3.0,1.2272727,2.0,2.7509882,20.0,154282.0,0.42132866,0.39335665,0.33566433,0.28671327,0.22727273,0.15384616,0.08916084,0.022727273,0.8811189,0.9807692,1.0,0.9300699,0.8618881,0.79195803,0.7237762,0.6520979,0.58916086,0.53846157,0.48776224,0.46153846,0.04020979,0.09440559,0.2027972,0.30244756,0.42482516,0.5699301,0.7027972,0.83916086,0.04895105,0.01923077,0.04020979,0.13461538,0.3374126,0.63986015,1.0646853,1.6346154,2.3374126,3.1765735,3.2255247,3.2447555
RSDH08-47-N--558-185.tif,0.24932514,0.09352324,0.077914104,27.67509,381.93494,9.147116,8.601717,1.0634058,0.4785528,0.45606533,0.46638107,1.7194614,3.0271726,4.276826,2.4276214,2.4294982,2.4603426,2.4468381,26.570518,7.0,0.1904762,1.0,0.6666667,2.0,4.3333335,30.0,5.4761906,30.0,4.571429,30.0,3.9047618,7.0,4.2380953,7.0,4.5238094,7.0,4.571429,7.0,4.3809524,6.0,4.2380953,5.0,4.2380953,5.0,4.2380953,5.0,4.1904764,5.0,3.9047618,5.0,3.4761906,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2380953,6.0,3.2380953,6.0,3.0,3.0,2.7619047,3.0,2.1904762,3.0,1.4285715,2.0,1.0,1.0,1.0,1.0,3.6923077,99.0,214944.0,0.516184,0.47359455,0.3407155,0.2197615,0.0988075,0.12776831,0.069846675,0.0102214655,0.51277685,0.5229983,0.54003406,0.5519591,0.96592844,0.8807496,0.8262351,0.7717206,0.70698464,0.637138,0.5911414,0.5689949,0.052810904,0.11754685,0.29642248,0.48722318,0.67291313,0.6984668,0.8109029,0.955707,0.039182283,0.017035775,0.052810904,0.17035775,0.46678025,0.95400345,1.6269166,2.3253834,3.1362863,4.0919933,4.1311755,4.1482115
RSDH08-47-N--576-227.tif,0.24932514,0.095143326,0.077914104,20.943312,278.1066,8.336809,8.321226,1.0018727,0.5954316,0.46205226,0.5597019,2.1200762,3.7169833,5.279711,2.9756262,2.9831345,2.994677,3.0375974,19.388119,5.0,0.22727273,1.0,0.6363636,1.0,1.3636364,4.0,2.6363637,13.0,3.3181818,6.0,3.7272727,5.0,4.0,4.0,3.6818182,4.0,3.3181818,4.0,3.0,3.0,3.0,3.0,3.3636363,5.0,3.7727273,5.0,3.9545455,5.0,3.5,4.0,3.1818182,5.0,2.6363637,3.0,2.2272727,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5964913,33.0,159306.0,0.6168224,0.5794392,0.506542,0.44299066,0.36448598,0.27850467,0.19813085,0.12897196,0.056074765,0.0037383179,0.8112149,0.79813087,0.7626168,0.7327103,0.71028036,0.9551402,0.87476635,0.8112149,0.7046729,0.66542053,0.04859813,0.12523365,0.3046729,0.4317757,0.5906542,0.4317757,0.53457946,0.6336449,0.7420561,0.80747664,0.04859813,0.17383178,0.47850466,0.91028035,1.5009346,1.9327103,2.4672897,3.1009345,3.8429906,4.6504674
RSDH08-47-N--600-266.tif,0.2960736,0.11378035,0.077914104,26.397299,428.9639,8.6173,7.604417,1.1331967,0.44213852,0.5690516,0.33892763,1.2683812,2.2087328,3.0533638,1.8343868,1.810048,1.8007847,1.6488667,29.808178,5.0,0.125,1.0,0.45833334,1.0,1.2916666,4.0,2.1666667,4.0,3.125,6.0,3.625,6.0,3.9583333,6.0,4.0,4.0,4.0,4.0,3.9583333,4.0,3.625,4.0,3.2916667,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.3333333,6.0,3.7083333,6.0,4.1666665,6.0,4.6666665,13.0,5.4166665,13.0,5.5,13.0,5.25,9.0,4.4583335,7.0,4.25,7.0,3.9583333,5.0,3.375,5.0,3.3166666,40.0,145215.0,0.46654612,0.45027125,0.37251356,0.3074141,0.24412297,0.1880651,0.13381556,0.065099455,0.028933093,0.039783,1.0,0.93670887,0.8716094,0.8047016,0.7323689,0.67450273,0.6256781,0.5840868,0.53887886,0.5244123,0.057866186,0.088607594,0.21157324,0.318264,0.43037975,0.5443038,0.6708861,0.80651,0.90777576,0.960217,0.057866186,0.14647378,0.358047,0.676311,1.1066908,1.6509945,2.3218806,3.1283906,4.036166,4.996383
RSDH08-47-N--659-174.tif,0.24932514,0.09622135,0.077914104,21.301716,305.92194,8.056318,7.588834,1.0616016,0.4153888,0.47316182,0.5043297,1.6218419,2.8927262,4.1422677,2.4059699,2.336033,2.3317034,2.3654747,22.860004,5.0,0.42105263,2.0,0.8947368,2.0,1.1578947,2.0,2.1578948,7.0,3.0526316,7.0,3.1052632,4.0,3.0526316,4.0,3.0526316,4.0,3.0,3.0,3.5263157,5.0,3.9473684,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.631579,4.0,3.2105262,4.0,3.0,3.0,3.1052632,5.0,3.0526316,5.0,2.5263157,3.0,2.1052632,3.0,2.0,2.0,2.0,2.0,1.9473684,3.0,1.5263158,3.0,1.1052631,3.0,2.8722467,18.0,128282.0,0.27659574,0.28626692,0.22823985,0.17021276,0.09864604,0.040618956,0.001934236,0.62475824,0.6769826,0.7079304,0.7234042,0.9845261,0.88588005,0.79883945,0.7253385,0.65377176,0.57833654,0.48549324,0.3752418,0.344294,0.06769826,0.088974856,0.25725338,0.4081238,0.5551257,0.68471956,0.7969052,0.26112187,0.30754352,0.015473888,0.06769826,0.15667312,0.41392648,0.8220503,1.377176,2.0618956,2.858801,3.1199226,3.4274662,3.44294
RSDH08-47-N--694-521.tif,0.26490796,0.09455754,0.062331285,14.881594,207.50084,5.656564,7.5265026,0.7515528,0.33294833,0.4575641,0.41303694,1.7137278,3.0642085,4.2773356,2.3873537,2.440072,2.462376,2.4904625,22.773293,4.0,0.125,1.0,0.45833334,1.0,0.7916667,1.0,1.625,5.0,2.5833333,6.0,3.75,6.0,3.875,6.0,3.5833333,5.0,3.0833333,4.0,2.6666667,4.0,2.3333333,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0416667,3.0,2.0416667,3.0,2.0416667,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7916666,2.0,1.4583334,2.0,1.125,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9568346,17.0,95312.0,0.23415978,0.28099173,0.22589532,0.19559228,0.17355372,0.15426998,0.12947658,0.07713499,0.044077136,0.0,0.03305785,0.09641873,0.9779614,0.862259,0.73002756,0.59504133,0.48209366,0.38842976,0.36363637,0.33333334,0.09917355,0.08264463,0.16253443,0.28650138,0.4214876,0.57575756,0.73278236,0.90082645,0.0523416,0.03305785,0.09917355,0.18181819,0.3443526,0.630854,1.0523416,1.6280992,2.3608816,3.261708,3.3140497,3.3471076
RSDH08-5-N+-131-383.tif,0.26490796,0.08140656,0.077914104,17.312513,201.48587,6.8408585,7.651165,0.8940937,0.5280734,0.4085075,0.5979892,2.178577,3.9027069,5.524285,3.0815158,3.1222737,3.1270688,3.1986852,29.4175,5.0,0.25,3.0,0.75,3.0,1.45,4.0,2.45,6.0,3.25,6.0,3.05,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8,3.0,2.4,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.6,2.0,1.2,2.0,1.0,1.0,1.0,1.0,2.5801105,12.0,111358.0,0.56947607,0.5261959,0.4191344,0.35990888,0.30068338,0.25056946,0.18678816,0.12072893,0.061503418,0.0,0.018223235,0.08656036,0.9703872,0.93166286,0.8952164,0.833713,0.7722096,0.71526194,0.6492027,0.65831435,0.08883827,0.123006836,0.29612756,0.41230068,0.5330296,0.64464694,0.7448747,0.8496583,0.025056947,0.018223235,0.08883827,0.2118451,0.50797266,0.9202733,1.4533029,2.0979497,2.8428245,3.6924827,3.7175395,3.7357628
RSDH08-5-N+-196-63.tif,0.2804908,0.100110225,0.062331285,33.59656,467.90536,9.879508,16.533373,0.5975495,0.55180734,0.34906635,0.860359,2.979019,5.3102875,7.5418124,4.126353,4.2244644,4.334599,4.3851533,12.997005,11.0,0.62068963,4.0,1.7586207,3.0,2.8275862,9.0,3.7586207,15.0,2.0,2.0,2.0,2.0,2.3448277,4.0,3.0,5.0,3.137931,4.0,3.1724138,4.0,3.0,4.0,3.0,3.0,3.0,5.0,2.310345,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7241379,2.0,1.1034483,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2526317,47.0,364897.0,0.5157729,0.46056783,0.3533123,0.28391168,0.23343849,0.1577287,0.066246055,0.91167194,0.9621451,0.98580444,0.99842274,0.9763407,0.9258675,0.8785489,0.8548896,0.8233439,0.78391165,0.77602524,0.71135646,0.55520505,0.039432175,0.25078863,0.42271292,0.5,0.5899054,0.6971609,0.8123028,0.014195584,0.014195584,0.012618297,0.039432175,0.2902208,0.7129337,1.2129338,1.8028392,2.5,3.3123028,3.3264985,3.3406942,3.3533125
